cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
400,Phyllis,Bassani,PBi9Lb-Phyllis,J2XXyN,2019-03-05,400,wan-swatch,28.37,0,2008-08-11,400,954-647-3053,85310,AZ,Glendale,23124 North 71st Drive,0,2009-11-20,0,2014-01-26,2012-11-23,400,9,0,2007-07-30,2009-06-24,400,28.68,0,2010-04-26,4916480253748080,0030,2005-04-22,design,
401,Louise,Shouse,v284Os-Louise,K1Hb_1,2008-09-20,401,basic-cabin,19.19,0,2008-04-23,401,245-855-0082,94550,CA,Livermore,1679 Frederick Michael Way,0,2012-10-09,0,2002-08-03,2008-10-18,401,4,0,2019-06-02,2021-05-09,401,48.48,0,2020-07-22,4556301880848298,8712,2009-06-25,houses,
402,Darryl,Herman,D)n4-Darryl,b5*(mO,2006-02-08,402,scalding-peach,14.08,0,2009-01-04,402,203-865-9802,99507,AK,Anchorage,4107 East 68th Avenue,0,2002-11-09,0,2001-08-14,2000-05-21,402,8,0,2000-07-12,2006-04-08,402,95.95,0,2010-02-04,4556340307154518,3480,2004-03-16,fruit,
403,Kim,Avila,kw+3&Z-Kim,Xqic9,2018-05-26,403,lime-covey,24.88,0,2021-12-28,403,263-549-0989,72701,AR,Fayetteville,1629 South Razorback Road,0,2012-05-05,0,2006-01-26,2019-06-16,403,13,0,2019-09-14,2003-02-27,403,30.59,0,2006-03-25,4532641593328099,7324,2010-11-10,birds,
404,Harold,Ufford,Ph8P-Harold,Qo3r,2000-11-18,404,investor-brook,14.88,0,2001-04-02,404,380-842-0270,85306,AZ,Glendale,5205 West Thunderbird Road,0,2015-03-31,0,2021-04-23,2004-09-03,404,20,0,2019-03-28,2007-07-27,404,73.93,0,2010-05-22,4916534440151952,4486,2013-12-01,water,
405,Alicia,Santos,8+NN&d-Alicia,3fHjl#,2009-05-30,405,feldspar-cycle,20.02,0,2014-10-29,405,161-963-9705,94550,CA,Livermore,4971 Janet Court,0,2009-10-02,0,2020-12-26,2002-04-17,405,14,0,2011-09-29,2007-08-30,405,59.87,0,2003-10-28,4532384656514046,1878,2005-11-02,physics_waves,
406,Rebecca,Garza,eI>0v-Rebecca,yi1eV,2008-09-14,406,shy-transfer,21.85,0,2008-01-03,406,481-212-2685,06040,CT,Manchester,22 Star Farms Drive,0,2020-03-17,0,2009-08-20,2015-03-26,406,20,0,2007-02-13,2011-11-24,406,36.65,0,2014-07-20,4539835813032738,2546,2020-04-26,machine_learning,
407,Harry,Cunanan,uZR2-Harry,ca2H,2010-01-06,407,cross-phase,14.74,0,2021-03-05,407,489-969-1736,94619,CA,Oakland,5430 Brookdale Avenue,0,2019-07-05,0,2000-05-12,2018-07-02,407,14,0,2019-02-28,2012-07-20,407,79.41,0,2010-07-10,4498121941917598,7837,2010-01-07,physics_waves,
408,Paul,Rushing,k9Ai-Paul,&Nw9v,2018-03-01,408,canary-tote,24.05,0,2010-10-22,408,622-430-9398,99516,AK,Anchorage,11401 Totem Road,0,2001-08-11,0,2000-10-31,2021-05-03,408,1,0,2000-05-21,2017-04-28,408,28.47,0,2011-01-15,4496433833724707,1273,2004-02-06,containers,
409,Mary,Mozak,4thH$I-Mary,3qRSf,2004-06-14,409,wicker-barbaresco,20.74,0,2004-11-10,409,828-351-6968,72704,AR,Fayetteville,2787 West Blackstone Crossing,0,2014-09-08,0,2019-03-21,2005-01-28,409,10,0,2008-05-05,2007-05-18,409,41.34,0,2007-08-09,4485358255306779,7034,2015-09-15,wine,
410,Alta,Ortiz,uG3!xD-Alta,vc1Y2E,2000-04-27,410,knurled-adaptation,11.31,0,2013-10-23,410,545-054-5599,20373,DC,Washington,2713 Mitscher Road,0,2015-04-20,0,2002-06-28,2003-11-01,410,14,0,2003-08-31,2020-03-16,410,38.02,0,2009-01-27,4532106650946506,6676,2005-07-10,screenwriting,
411,Marjorie,Duval,7^kE-Marjorie,05#iU,2019-06-25,411,huge-survey,12.27,0,2005-12-23,411,579-999-7484,36105,AL,Montgomery,240 Lynwood Drive,0,2016-07-27,0,2019-06-13,2001-03-01,411,3,0,2013-11-30,2020-03-17,411,51.23,0,2010-02-11,4916540844614008,3887,2017-09-10,real_estate,
412,Elizabeth,Elder,e.6c_J-Elizabeth,3Pcxb,2004-08-03,412,wintry-trill,26.28,0,2012-11-13,412,050-642-5941,37218,TN,Nashville,2220 Kirk Avenue,0,2015-11-30,0,2003-06-14,2017-06-10,412,15,0,2006-12-29,2008-10-09,412,89.42,0,2005-10-10,4485112240861202,0637,2005-05-24,music_theory,
413,Michelle,Dowling,gM9P-Michelle,e1rE,2020-09-26,413,breezy-style,18.86,0,2003-03-08,413,565-298-9102,31406,GA,Savannah,113 Dove Lane,0,2010-03-17,0,2020-07-18,2017-07-24,413,11,0,2008-04-13,2001-11-20,413,62.18,0,2019-11-20,4556005743901471,5765,2003-09-13,typography,
414,Elwood,Agena,Oq9n-Elwood,pzH7,2006-11-18,414,plain-absorption,29.35,0,2005-10-10,414,488-504-8143,05301,VT,Guilford,81 Buck Hill Road,0,2017-04-06,0,2005-08-06,2006-07-14,414,13,0,2014-12-22,2014-07-06,414,42.76,0,2011-12-12,4485085309004254,1201,2012-05-09,physics_optics,
415,Kimberly,Spearman,amVD9E-Kimberly,kKBU1D,2009-06-13,415,unsorted-chrome,23.75,0,2000-07-04,415,641-725-4161,21403,MD,Annapolis,401 Fairhill Court,0,2009-07-30,0,2014-01-26,2011-04-08,415,6,0,2005-05-18,2021-01-27,415,28.84,0,2015-05-01,4716513692764656,8073,2012-10-27,metals,
416,Jodi,Stephens,L9uM-Jodi,b5aTZb,2015-09-02,416,potential-winning,29.97,0,2006-03-03,416,445-777-6961,31404,GA,Thunderbolt,2817 3rd Street,0,2012-05-27,0,2007-08-15,2003-01-06,416,12,0,2000-12-15,2003-06-25,416,39.11,0,2012-12-14,4929024183002328,3617,2001-02-01,sports,
417,Lee,Moore,cX77&-Lee,7ZSM&s,2014-05-16,417,diachronic-pita,19.39,0,2004-12-27,417,017-290-4350,99516,AK,Anchorage,16244 Seville Park Circle,0,2002-04-15,0,2018-10-08,2013-11-10,417,17,0,2012-09-01,2005-01-19,417,91.56,0,2000-03-16,4929087821030654,4661,2020-05-13,fast_food,
418,Debra,Lang,OG.cl6-Debra,m0aC,2013-05-11,418,meek-muenster,14.71,0,2017-05-13,418,233-004-4161,94621,CA,Oakland,732 Kevin Court,0,2007-11-08,0,2012-07-25,2014-04-17,418,20,0,2020-01-09,2017-09-25,418,52.54,0,2016-08-22,4539096506027739,0007,2007-06-08,cheese,
419,Lelia,Friedly,krHb8-Lelia,p9QvN,2017-06-26,419,principal-booster,25.12,0,2017-08-01,419,479-920-5082,95014,CA,Cupertino,22207 Quinterno Court,0,2018-02-19,0,2010-09-28,2000-04-14,419,12,0,2010-05-20,2004-07-04,419,70.89,0,2005-07-11,4539168112169872,2046,2020-03-04,car_parts,
420,Michael,Ratchford,bFJu5-Michael,2Nq8,2003-06-27,420,bitter-melee,23.28,0,2005-07-09,420,696-169-6264,05641,VT,Barre,445 Industrial Lane,0,2013-05-15,0,2003-06-13,2001-10-12,420,17,0,2016-01-31,2013-12-16,420,15.22,0,2021-12-13,4485095952804413,6042,2013-04-28,military_army,
421,Michael,Lane,#UkE9-Michael,5MLYw+,2021-01-05,421,complicated-comment,24.89,0,2018-11-17,421,531-700-6764,40214,KY,Louisville,7431 Candace Way,0,2005-04-16,0,2012-01-27,2018-10-28,421,1,0,2004-10-09,2014-01-15,421,16.27,0,2014-10-07,4024007110772844,2358,2000-10-29,coding,
422,Raymond,Tarvin,X4bQ-Raymond,CmdM7,2020-12-25,422,vertical-parapet,21.28,0,2010-06-21,422,986-210-0190,93546,CA,Mammoth Lakes,61 Callahan Way,0,2006-07-18,0,2001-10-29,2003-01-20,422,19,0,2009-05-04,2008-10-01,422,21.4,0,2015-10-18,4485108896761159,0712,2017-05-03,architecture,
423,Meredith,Donovan,j2IJ6-Meredith,i0fKI%,2003-03-14,423,meek-bassoon,23.16,0,2007-04-16,423,736-343-0225,40209,KY,Louisville,419 Wabasso Avenue,0,2018-06-28,0,2015-10-29,2021-11-06,423,0,0,2005-06-18,2013-04-17,423,56.85,0,2006-03-09,4532533884091967,4602,2013-08-14,music_instruments,
424,Denise,Crawford,Q%hFT6-Denise,1DFK5p,2018-04-18,424,soft-color,29.21,0,2011-03-14,424,592-824-9088,37013,TN,Nashville,1613 Maple Timber Court,0,2002-05-25,0,2012-08-23,2019-03-02,424,2,0,2014-05-30,2018-05-31,424,53.32,0,2017-01-30,4539733012552293,1560,2016-04-27,typography,
425,Ronald,Birdsong,IC6po-Ronald,b0Y$Yz,2015-06-24,425,either-liquidation,10.58,0,2005-02-18,425,112-317-6651,73112,OK,Oklahoma City,4200 Northwest 59th Street,0,2007-03-05,0,2016-11-15,2016-04-02,425,0,0,2004-06-18,2007-05-09,425,20.01,0,2003-02-01,4485335620784278,5804,2002-07-12,startups,
426,Shirley,Walker,3BEyp-Shirley,ICt3>Y,2020-11-08,426,corporate-sole,21.29,0,2013-07-08,426,304-304-6291,31419,GA,Savannah,110 Oxford Road,0,2010-04-01,0,2007-12-07,2001-06-14,426,6,0,2000-01-02,2013-06-18,426,54.24,0,2003-04-15,4556960910413918,1115,2015-12-31,fish,
427,Manuela,Valasquez,MpN2-Manuela,f6ex0M,2005-09-16,427,parallel-salsa,15.23,0,2004-07-26,427,902-226-0462,94560,CA,Newark,37600 Sycamore Street,0,2002-01-02,0,2020-03-30,2016-08-08,427,0,0,2006-04-01,2002-08-10,427,78.13,0,2002-03-09,4485812126029069,0236,2016-02-01,condiments,
428,Diane,Williams,=x3Oi-Diane,41Zxp,2011-01-30,428,shiny-igloo,24.44,0,2017-10-08,428,819-641-0552,01151,MA,Springfield,60 Montgomery Street,0,2012-01-17,0,2003-02-19,2007-11-16,428,6,0,2007-02-22,2004-06-11,428,38.86,0,2000-05-03,4929824608744218,0420,2005-05-15,houses,
429,Willie,Akins,Z4r26-Willie,<1pRS,2002-03-16,429,salmon-pulse,21.64,0,2020-06-11,429,208-565-9947,73114,OK,Oklahoma City,1311 Northwest 98th Street,0,2014-08-27,0,2021-06-10,2014-03-11,429,13,0,2014-09-14,2000-03-03,429,19.66,0,2021-01-28,4539330049924791,5015,2001-03-17,music_production,
430,Bernard,Hagen,Ow762-Bernard,vl?Ie1,2021-01-27,430,worn-rum,19.5,0,2001-12-28,430,296-113-3421,21061,MD,Glen Burnie,6518 Dolphin Court,0,2013-06-28,0,2006-07-30,2013-10-24,430,10,0,2007-02-13,2019-04-09,430,25.54,0,2012-05-27,4556424913261816,2812,2007-12-21,spirits,
431,Charles,Tucker,V66u5-Charles,wlt6L,2021-05-07,431,flashed-request,15.63,0,2008-12-31,431,534-552-0900,80439,CO,Evergreen,29076 Little Big Horn Drive,0,2005-06-02,0,2003-05-31,2017-01-07,431,2,0,2011-12-15,2007-07-02,431,87.67,0,2006-11-21,4556805848036697,0251,2018-10-11,vcs,
432,Deborah,Westfall,AV0i-Deborah,D2L#e,2007-07-08,432,proper-van,12.06,0,2018-06-02,432,328-100-0059,31406,GA,Savannah,111 Edgewater Road,0,2006-11-05,0,2005-05-16,2015-07-05,432,16,0,2019-03-16,2009-06-24,432,31.34,0,2013-07-31,4556353997634111,3734,2009-10-29,automobiles,
433,Michele,Hernandez,3zU_-Michele,pPd0,2016-09-11,433,fresh-ginger,20.92,0,2019-06-05,433,137-879-3857,20008,DC,Washington,3553 Brandywine Street Northwest,0,2009-09-11,0,2015-03-31,2004-07-28,433,19,0,2019-08-31,2016-09-29,433,84.39,0,2014-09-04,4539724979250732,7770,2001-03-22,cats,
434,Kevin,Hankey,uu2T9-Kevin,Nwo8L,2010-04-15,434,advanced-barracuda,23.6,0,2018-05-08,434,286-185-0552,85301,AZ,Glendale,5701 North 67th Avenue,0,2005-08-25,0,2008-04-12,2018-09-11,434,17,0,2000-05-12,2020-04-12,434,93.83,0,2011-01-07,4024007148728735,5517,2015-05-14,apex_predators,
435,Crystal,Mckenna,2Ua(o-Crystal,uaW1,2010-10-22,435,interior-weed,13.6,0,2020-08-13,435,637-010-2341,36107,AL,Montgomery,117 South Capitol Parkway,0,2011-08-01,0,2004-01-23,2010-04-14,435,13,0,2019-07-21,2001-01-18,435,69.79,0,2014-06-09,4532015496993228,2657,2006-11-11,plants,
436,Mary,Ball,Y2sD-Mary,p^2UxK,2018-05-10,436,flat-sideboard,22.54,0,2014-03-07,436,376-429-2982,31419,GA,Savannah,1030 Shawnee Street,0,2016-05-07,0,2003-08-17,2014-12-15,436,5,0,2008-11-29,2019-09-25,436,51.59,0,2015-06-17,4916601552772477,0661,2013-09-05,storage,
437,Christian,Charlton,c.B8-Christian,9bRf,2010-11-01,437,brilliant-ampere,19.11,0,2020-09-14,437,270-489-5651,99502,AK,Anchorage,2555 West 69th Court,0,2018-06-17,0,2005-01-26,2020-03-29,437,10,0,2002-07-12,2009-12-11,437,56.45,0,2018-10-26,4916063960705427,8521,2012-03-07,physics_units,
438,Margret,Serbus,T0lrE-Margret,ohKU9,2009-02-02,438,free-heater,14.24,0,2000-11-26,438,064-962-7887,05828,VT,Danville,776 Morrill Road,0,2009-04-11,0,2005-11-15,2017-08-16,438,17,0,2001-12-27,2016-07-02,438,40.77,0,2016-04-18,4105886665716286,2881,2006-01-08,military_airforce,
439,Allen,Rios,Vx2&-Allen,E3Uj?5,2004-04-14,439,golden-rowhouse,25.5,0,2013-06-09,439,741-339-4969,99504,AK,Anchorage,5927 Camrose Drive,0,2003-05-12,0,2011-08-19,2004-02-29,439,17,0,2020-08-18,2019-11-26,439,40.8,0,2002-03-18,4532860617352444,7702,2003-11-17,houses,
440,Norman,Daniel,_3nxD-Norman,L<d3,2012-04-03,440,mint-measure,27.61,0,2013-06-27,440,405-798-3500,05446,VT,Colchester,112 Shannon Road,0,2019-05-29,0,2003-06-20,2020-12-01,440,19,0,2020-03-16,2012-09-11,440,75.16,0,2005-11-27,4539257027504073,0327,2010-11-08,music_theory,
441,Dorothy,Radley,^Wy&y0-Dorothy,BFj6Rk,2012-10-16,441,icy-camp,12.81,0,2012-01-07,441,163-360-6662,94536,CA,Fremont,35805 Alcazar Court,0,2002-08-13,0,2002-01-25,2004-08-04,441,19,0,2014-01-15,2015-04-01,441,10.31,0,2002-08-24,4227229097909984,5766,2010-09-25,gaming,
442,Bill,Utley,MZq>J3-Bill,pANV0,2016-01-03,442,chamfered-bismuth,20.38,0,2003-05-19,442,966-817-2880,37214,TN,Nashville,2209 June Drive,0,2006-07-30,0,2005-08-13,2007-12-01,442,18,0,2021-01-24,2008-02-12,442,50.53,0,2016-05-02,4916957783713999,2753,2006-10-31,minerals,
443,Thomas,Bonawitz,qQi3-Thomas,nd21A,2021-12-08,443,lazy-zipper,28.96,0,2017-12-06,443,479-982-8925,72703,AR,Fayetteville,2723 East Joyce Boulevard,0,2004-09-14,0,2003-05-26,2020-09-17,443,7,0,2021-10-19,2016-10-07,443,63.17,0,2021-04-22,4916326235696618,5537,2001-05-25,data_structures,
444,Rosemary,Francis,8JYy-Rosemary,mY7c,2019-02-08,444,cool-limousine,12.24,0,2002-03-21,444,768-344-8270,40211,KY,Louisville,4401 Virginia Avenue,0,2003-01-02,0,2000-09-15,2013-04-22,444,1,0,2021-10-30,2005-09-08,444,65.24,0,2018-08-04,4485037184886172,4784,2018-07-07,automobiles,
445,Dorothy,Pearson,aGp8b-Dorothy,7-Xs,2001-06-16,445,legacy-father,13.89,0,2020-08-26,445,013-207-9899,73122,OK,Oklahoma City,3801 North Ann Arbor Place,0,2016-12-05,0,2018-04-10,2014-06-18,445,4,0,2014-03-28,2008-10-17,445,19.89,0,2003-04-16,4485435546357538,2750,2017-06-13,military_airforce,
446,Warren,Moffitt,4+NU.y-Warren,Vij5o,2011-08-20,446,shrewd-hoagie,23.86,0,2014-05-07,446,177-656-5658,80128,CO,Littleton,5516 West Indore Drive,0,2016-04-23,0,2021-08-19,2012-07-19,446,19,0,2014-07-06,2008-08-06,446,69.57,0,2015-09-17,4716636426717003,4648,2002-02-27,fast_food,
447,Thomas,Erickson,HSj$N4-Thomas,i5MTZF,2011-10-27,447,arid-farad,20.2,0,2021-04-16,447,722-337-5907,36116,AL,Montgomery,2543 The Meadows,0,2019-09-05,0,2000-10-29,2017-11-09,447,16,0,2006-12-20,2005-10-05,447,28.51,0,2003-04-20,4716573952588799,8267,2010-02-01,physics_units,
448,Julie,Trujillo,OEvH4-Julie,!9xqZk,2007-08-27,448,simple-transpose,19.39,0,2021-01-03,448,426-229-3983,06042,CT,Manchester,65 Arcellia Drive,0,2010-06-19,0,2010-03-05,2012-10-21,448,4,0,2020-11-23,2019-08-03,448,35.77,0,2020-09-04,4916218854041889,4825,2006-12-11,linear_algebra,
449,Robert,Goodwill,T4vzVH-Robert,6Uyc,2014-04-06,449,black-euphemism,23.89,0,2001-10-31,449,695-544-4900,31408,GA,Savannah,2604 13th Street,0,2019-12-27,0,2011-10-05,2014-08-26,449,11,0,2021-12-16,2014-06-09,449,67.82,0,2013-10-08,4532445166001111,3210,2004-11-20,writing,
450,Frank,Ramos,R6ZhO-Frank,sDRc5F,2010-08-29,450,critical-writer,13.73,0,2014-09-25,450,527-784-9120,85302,AZ,Glendale,6201 West Olive Avenue,0,2015-10-10,0,2008-01-01,2019-12-23,450,14,0,2008-09-07,2021-01-16,450,66.39,0,2019-08-15,4556786806440123,6415,2006-08-24,corporate_job,
451,Robert,Bryant,KB0&s-Robert,ul2J,2010-06-09,451,savage-station,24.81,0,2013-12-21,451,638-032-6993,20017,DC,Washington,1317 Allison Street Northeast,0,2006-09-01,0,2006-05-05,2015-04-26,451,12,0,2008-12-18,2019-08-12,451,51.86,0,2005-04-29,4539222569090808,5217,2015-10-05,military_navy,
452,Gladys,Forshey,Rq86d-Gladys,Z7%eMA,2014-05-02,452,collinear-disconnect,22.0,0,2003-07-28,452,820-800-2875,36106,AL,Montgomery,2113 Bowen Drive,0,2015-07-20,0,2019-05-20,2021-06-23,452,0,0,2006-08-12,2014-05-08,452,58.52,0,2019-11-03,4916025150993493,3636,2006-12-17,corporate,
453,Graciela,Perez,V6>vh-Graciela,A1_i,2000-06-01,453,hidden-checkout,19.57,0,2015-11-04,453,439-670-5951,73129,OK,Oklahoma City,301 Southeast 37th Street,0,2006-05-30,0,2019-02-10,2014-08-28,453,16,0,2007-04-10,2015-02-23,453,74.93,0,2016-07-16,4556136974281737,0028,2007-11-16,travel,
454,David,Szocki,q6HS-David,qE2$,2011-07-10,454,friendly-jacquard,25.3,0,2015-07-27,454,743-269-6438,21090,MD,Linthicum Heights,324 Tulip Oak Court,0,2020-11-09,0,2005-08-14,2004-04-21,454,18,0,2012-03-27,2006-09-07,454,30.22,0,2001-05-01,4556644377912212,7188,2016-06-20,cotton,
455,Fred,Mills,Fu1zB2-Fred,d7H*,2014-09-01,455,small-paddle,19.97,0,2008-05-03,455,114-481-9142,80003,CO,Arvada,6069 Jay Street,0,2004-03-17,0,2007-08-14,2017-12-27,455,12,0,2006-03-24,2014-04-23,455,38.79,0,2009-07-18,4532359687030600,3226,2016-08-31,sports,
456,Andres,Preskar,12lY-Andres,9Gj6J,2001-02-21,456,diachronic-root,24.72,0,2001-08-17,456,625-300-5894,40245,KY,Louisville,14213 Doc Hawley Street,0,2004-06-30,0,2002-04-06,2014-11-06,456,15,0,2004-09-27,2012-10-22,456,13.23,0,2004-06-06,4716567010473812,1823,2001-07-10,algorithms,
457,Megan,York,6gIq0L-Megan,!zT3,2021-07-20,457,best-atom,28.21,0,2004-10-27,457,410-247-8128,80005,CO,Arvada,9545 West 74th Avenue,0,2020-10-25,0,2019-01-25,2021-01-14,457,18,0,2001-09-29,2014-06-02,457,70.27,0,2013-12-27,4305090257692744,4635,2010-04-26,chemistry,
458,Merle,Cremeans,4lX&h-Merle,h4By,2006-01-09,458,stable-administrator,26.9,0,2017-01-06,458,116-093-7212,37211,TN,Nashville,355 Gillette Road,0,2014-01-31,0,2021-06-12,2000-11-20,458,1,0,2020-03-18,2018-03-15,458,12.55,0,2000-03-05,4024007184698024,4340,2014-05-22,corporate_job,
459,Michael,Moore,t*G.8T-Michael,Yh0S,2015-08-25,459,resultant-archive,26.51,0,2014-01-09,459,621-774-9681,99501,AK,Anchorage,875 Latouche Street,0,2005-02-08,0,2007-11-07,2020-02-03,459,4,0,2003-04-19,2013-11-21,459,77.19,0,2004-07-22,4556724167782155,2404,2002-04-29,history,
460,Cynthia,Murray,1OGlXp-Cynthia,Pyor8i,2016-09-18,460,violet-store,23.22,0,2001-05-07,460,300-080-7298,31406,GA,Savannah,111 Edgewater Road,0,2019-04-28,0,2002-07-05,2017-11-03,460,14,0,2007-01-09,2000-05-10,460,46.84,0,2006-12-18,4485173352225776,5625,2016-06-14,phones,
461,Richard,Derr,pNm5-Richard,1NdSp,2008-03-18,461,salmon-joint,16.89,0,2009-08-17,461,168-796-4538,02343,MA,Holbrook,34 Belair Drive,0,2007-03-31,0,2005-04-20,2013-07-07,461,18,0,2018-11-07,2013-09-13,461,89.66,0,2004-05-21,4556669553278526,8710,2018-02-27,car_parts,
462,James,Swigart,8n3zdG-James,(d9zA,2008-08-30,462,auburn-cognac,28.74,0,2003-12-11,462,440-537-3008,37027,TN,Brentwood,5545 Saddlewood Lane,0,2018-09-30,0,2010-10-15,2017-11-15,462,19,0,2016-11-15,2001-03-03,462,58.37,0,2016-06-14,4485038747185136,7050,2003-11-22,spirits,
463,Genna,Ames,9MoT-Genna,s>3v3B,2016-02-14,463,contemporary-option,25.31,0,2018-05-11,463,259-556-2593,02745,MA,New Bedford,2362 Acushnet Avenue,0,2004-09-16,0,2007-07-21,2002-01-02,463,4,0,2014-07-01,2009-08-26,463,82.2,0,2018-04-11,4293771776175709,4764,2021-01-01,startups,
464,Kristen,Trainer,Vo306-Kristen,6Lr4^!,2021-12-15,464,wood-hockey,24.04,0,2014-07-31,464,122-760-6955,01851,MA,Lowell,584 Westford Street,0,2012-08-12,0,2005-02-02,2019-10-03,464,2,0,2000-04-03,2004-01-06,464,65.75,0,2018-12-07,4024007198582685,4371,2005-02-19,sports,
465,Mark,Blosser,4fN3-Mark,ar3$O4,2000-02-04,465,either-epoch,28.1,0,2015-02-15,465,619-491-4115,85301,AZ,Glendale,6717 North 59th Avenue,0,2000-10-31,0,2008-08-03,2009-08-31,465,10,0,2009-10-08,2007-04-07,465,50.94,0,2019-03-28,4485126600009004,7363,2007-04-10,history,
466,Annie,Prosser,r8mRHL-Annie,rv8Fw^,2012-09-18,466,honest-road,15.61,0,2013-06-07,466,440-713-3715,80003,CO,Arvada,7256 West 84th Way,0,2000-10-07,0,2000-07-07,2007-05-17,466,2,0,2004-02-09,2011-10-28,466,97.16,0,2008-11-05,4024007108566463,2031,2018-02-03,infrastructure,
467,Shirley,Loftis,Fiv2-Shirley,yY9X,2006-08-18,467,indigo-pepato,28.18,0,2014-05-25,467,091-949-4101,85308,AZ,Glendale,18330 North 79th Avenue,0,2021-11-26,0,2015-04-27,2013-12-05,467,5,0,2015-05-14,2021-04-19,467,82.12,0,2020-11-20,4929828571049489,2768,2007-01-01,cheese,
468,Edmund,Caberto,Cpd6-Edmund,f8X7H,2005-06-03,468,terminal-allegory,24.68,0,2006-01-16,468,852-912-8763,36106,AL,Montgomery,2133 Boultier Street,0,2012-11-06,0,2004-11-04,2009-10-30,468,7,0,2011-04-06,2009-02-21,468,14.34,0,2021-05-28,4485704161996924,5843,2005-10-07,screenwriting,
469,Mary,Jernigan,UjJ7-Mary,aHe6#M,2004-02-24,469,happy-quartz,10.79,0,2007-03-02,469,805-285-4960,20007,DC,Washington,2330 39th Street Northwest,0,2012-11-12,0,2002-06-25,2000-05-12,469,17,0,2019-03-26,2020-03-28,469,44.85,0,2019-10-14,4929639494757409,5853,2015-05-26,minerals,
470,Elaine,Batten,7mPGO2-Elaine,iU0Q,2004-03-25,470,feldspar-corolla,12.95,0,2010-03-14,470,462-088-3991,73013,OK,Edmond,14300 Leesa Lane,0,2013-08-29,0,2010-01-11,2021-12-15,470,0,0,2013-03-16,2005-06-23,470,84.14,0,2012-06-12,4716268150238152,0062,2020-07-04,plants,
471,Nancy,Hartley,K4B?v-Nancy,8P%cn,2003-01-03,471,thick-azimuth,18.65,0,2008-11-20,471,314-986-0893,99503,AK,Anchorage,4516 Old Seward Highway,0,2005-04-23,0,2001-11-07,2001-11-18,471,1,0,2003-06-01,2009-11-18,471,59.18,0,2003-06-16,4556004824397634,4350,2001-02-21,geography,
472,Jerry,Olson,^Va2-Jerry,KPr0Tl,2006-07-04,472,wan-chord,10.19,0,2012-05-15,472,648-395-8488,99669,AK,Soldotna,264 Crest Drive,0,2001-11-28,0,2021-01-09,2012-02-03,472,4,0,2019-03-05,2012-07-24,472,81.21,0,2018-12-23,4720023035255234,6325,2011-01-06,music_theory,
473,Crystal,Bardwell,6p6U-Crystal,FV0qal,2006-08-25,473,one-embedding,24.65,0,2012-12-28,473,174-405-5883,93644,CA,Oakhurst,45430 Lauri Lane,0,2020-11-26,0,2021-06-27,2008-11-26,473,5,0,2009-12-16,2017-10-22,473,30.79,0,2006-04-12,4556898674037830,1456,2017-01-19,machine_learning,
474,Tamara,Perry,$Z5BMf-Tamara,6WdFO<,2010-08-11,474,mean-hadron,22.91,0,2000-05-24,474,112-660-8492,72704,AR,Fayetteville,3034 Mica Street,0,2015-02-02,0,2006-07-11,2006-10-24,474,5,0,2014-03-29,2020-02-23,474,69.49,0,2021-10-30,4916990940784215,3164,2002-08-20,astronomy,
475,Cathryn,Christy,C51Ax-Cathryn,lR9Z,2008-11-14,475,many-liner,26.99,0,2012-02-18,475,757-490-4686,80003,CO,Arvada,6140 Fenton Street,0,2014-04-29,0,2004-01-04,2013-12-30,475,16,0,2011-07-05,2002-05-17,475,70.87,0,2020-07-19,4485084329826044,8681,2019-07-24,radio,
476,Ed,Nguyen,pj57W-Ed,MzDO9,2003-10-26,476,arctic-league,27.56,0,2018-02-26,476,809-351-9131,05149,VT,Stowe,68 Route 66,0,2015-01-31,0,2018-10-02,2006-12-19,476,3,0,2010-09-23,2010-06-30,476,99.93,0,2017-09-28,4024007133003201,5263,2017-12-24,physics_units,
477,Judy,Hixson,-noSM6-Judy,-8Gl,2008-02-04,477,denim-survey,24.35,0,2018-04-17,477,562-191-9651,31406,GA,Savannah,43 Henderson Avenue,0,2007-12-22,0,2011-06-07,2012-12-01,477,6,0,2015-01-14,2016-02-28,477,16.81,0,2011-11-05,4916671181017487,2170,2006-03-12,construction,
478,Anna,Sheffield,6ytT*c-Anna,MViB8F,2018-12-15,478,grouchy-raisin,16.86,0,2012-04-30,478,851-326-2112,36116,AL,Montgomery,3100 Gentilly Court,0,2015-11-02,0,2017-02-05,2019-12-16,478,7,0,2002-01-13,2006-10-14,478,51.93,0,2001-12-18,4539351777924092,5522,2008-07-31,fruit,
479,Cory,Burns,9X)u-Cory,Q#jQ1b,2020-09-30,479,endothermic-bureau,20.6,0,2004-12-29,479,843-227-6863,95670,CA,Rancho Cordova,3228 Chettenham Drive,0,2019-12-30,0,2017-10-14,2000-08-12,479,14,0,2021-02-03,2002-03-04,479,27.18,0,2002-09-05,4485465364115684,0757,2003-03-20,storage,
